dataset,parameter_modified,parameter_value1,parameter_value2,total_cost,execution_time,is_feasible,error
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.05,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 0.75, ""total_cost"": 1015.2982398303592, ""execution_time"": 68.86670684814453, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.05,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 0.9, ""total_cost"": 1002.5540342166807, ""execution_time"": 71.9308979511261, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.05,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 0.95, ""total_cost"": 1004.5231376113996, ""execution_time"": 60.14455008506775, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.05,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.0, ""total_cost"": 956.9666285315589, ""execution_time"": 7.503893136978149, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.05,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.05, ""total_cost"": 956.6295100683219, ""execution_time"": 11.640925168991089, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.05,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.1, ""total_cost"": 952.1326570247204, ""execution_time"": 21.917261123657227, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.05,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.25, ""total_cost"": 948.6923505158097, ""execution_time"": 17.082200050354004, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.1,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 0.75, ""total_cost"": 1014.0923072785466, ""execution_time"": 80.4991569519043, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.1,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 0.9, ""total_cost"": 956.5701886616016, ""execution_time"": 53.01177430152893, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.1,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 0.95, ""total_cost"": 956.5702060974626, ""execution_time"": 49.646759271621704, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.1,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.0, ""total_cost"": 949.5424010521056, ""execution_time"": 48.99622893333435, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.1,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.05, ""total_cost"": 949.5424497201426, ""execution_time"": 52.02108907699585, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.1,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.1, ""total_cost"": 946.1021432112319, ""execution_time"": 58.78238010406494, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.1,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.25, ""total_cost"": 945.7012703234764, ""execution_time"": 57.698395013809204, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.25,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.75, ""total_cost"": 1006.4095395889655, ""execution_time"": 119.04835891723633, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.25,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.9, ""total_cost"": 956.5702043288771, ""execution_time"": 80.50786805152893, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.25,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.95, ""total_cost"": 956.5701712106176, ""execution_time"": 82.70641684532166, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.25,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.0, ""total_cost"": 949.5424497201426, ""execution_time"": 88.9975049495697, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.25,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.05, ""total_cost"": 951.4456334244537, ""execution_time"": 92.3230950832367, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.25,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.1, ""total_cost"": 946.1020560870019, ""execution_time"": 93.75187706947327, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_capacity,1.25,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 1.25, ""total_cost"": 945.7012141026121, ""execution_time"": 93.07976603507996, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,demand_capacity,0.75,0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""demand_capacity"", ""parameter_value1"": 0.75, ""parameter_value2"": 0.0, ""total_cost"": 944.1622563835607, ""execution_time"": 195.16513800621033, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,demand_capacity,0.9,0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""demand_capacity"", ""parameter_value1"": 0.9, ""parameter_value2"": 0.0, ""total_cost"": 946.1021375309411, ""execution_time"": 67.48920226097107, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,demand_capacity,0.95,0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""demand_capacity"", ""parameter_value1"": 0.95, ""parameter_value2"": 0.0, ""total_cost"": 983.0468533668981, ""execution_time"": 48.228671073913574, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,demand_capacity,1.0,0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""demand_capacity"", ""parameter_value1"": 1.0, ""parameter_value2"": 0.0, ""total_cost"": 1107.6563217242478, ""execution_time"": 242.00098514556885, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,demand_capacity,1.05,0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""demand_capacity"", ""parameter_value1"": 1.05, ""parameter_value2"": 0.0, ""total_cost"": 1110.6678694213747, ""execution_time"": 88.26533508300781, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,demand_capacity,1.1,0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""demand_capacity"", ""parameter_value1"": 1.1, ""parameter_value2"": 0.0, ""total_cost"": 1110.6679172250997, ""execution_time"": 101.58978605270386, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,demand_capacity,1.25,0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""demand_capacity"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.0, ""total_cost"": 1128.3661587059346, ""execution_time"": 12.736922264099121, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.75,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.75, ""parameter_value2"": 0.75, ""total_cost"": 1110.6679172250997, ""execution_time"": 10.14043402671814, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.75,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.75, ""parameter_value2"": 0.9, ""total_cost"": 1107.6563223169796, ""execution_time"": 203.7751989364624, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.75,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.75, ""parameter_value2"": 0.95, ""total_cost"": 1107.6563327285617, ""execution_time"": 102.19677114486694, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.75,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.0, ""total_cost"": 1107.656187975612, ""execution_time"": 300.0325629711151, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.75,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.05, ""total_cost"": 1107.6561747994547, ""execution_time"": 277.0623548030853, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.75,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.1, ""total_cost"": 1107.6561800144848, ""execution_time"": 270.3235800266266, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.75,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.75, ""parameter_value2"": 1.25, ""total_cost"": 1107.6562630220128, ""execution_time"": 278.8810911178589, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.9,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.9, ""parameter_value2"": 0.75, ""total_cost"": 1107.6563327285617, ""execution_time"": 214.79981184005737, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.9,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.9, ""parameter_value2"": 0.9, ""total_cost"": 1107.6563327285617, ""execution_time"": 249.83731293678284, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.9,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.9, ""parameter_value2"": 0.95, ""total_cost"": 1107.6561905831268, ""execution_time"": 257.23320388793945, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.9,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.0, ""total_cost"": 1107.6561748641263, ""execution_time"": 300.02692127227783, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.9,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.05, ""total_cost"": 1107.6561873110168, ""execution_time"": 267.46826791763306, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.9,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.1, ""total_cost"": 1110.6677593057575, ""execution_time"": 87.33044099807739, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.9,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.9, ""parameter_value2"": 1.25, ""total_cost"": 1107.6561748641263, ""execution_time"": 278.6672959327698, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.95,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.95, ""parameter_value2"": 0.75, ""total_cost"": 1107.6563327285617, ""execution_time"": 300.02221179008484, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.95,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.95, ""parameter_value2"": 0.9, ""total_cost"": 1110.6677381330148, ""execution_time"": 300.0172243118286, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.95,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.95, ""parameter_value2"": 0.95, ""total_cost"": 1107.6561905831268, ""execution_time"": 300.0277581214905, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
