dataset,parameter_modified,parameter_value1,parameter_value2,total_cost,execution_time,is_feasible,error,dataset_name
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,-5.0,5.0,inf,0.1056368350982666,True,Unable to retrieve attribute 'ObjVal',R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,-5.0,15.0,inf,0.1048929691314697,True,Unable to retrieve attribute 'ObjVal',R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,0.0,-15.0,758.9291295498858,10.558305025100708,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,0.0,-5.0,767.0637209137009,14.099434852600098,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,0.0,0.0,805.7055122743565,23.614779949188232,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,0.0,5.0,758.9291295498855,55.01916193962097,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,0.0,15.0,758.9291295498855,23.575191736221313,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,5.0,-15.0,758.9291295498855,42.77802109718323,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,5.0,-5.0,758.9291295498856,15.272475242614746,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,5.0,0.0,758.9291295498856,15.066736698150637,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,5.0,5.0,760.5728383801393,14.088717222213743,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,5.0,15.0,758.9290455371569,90.74789810180664,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,15.0,-15.0,758.9289694002823,84.75799202919006,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,15.0,-5.0,758.9291256477618,102.815083026886,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,15.0,0.0,758.9291295498856,100.6348202228546,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,15.0,5.0,764.7110731598128,14.47122287750244,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,vehicle_amount,15.0,15.0,771.2473921981373,16.64030385017395,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,satellite_capacity,-3.0,0.0,758.9291295498856,14.536753177642822,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,satellite_capacity,-1.0,0.0,779.5001129036908,20.52697491645813,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,satellite_capacity,0.0,0.0,758.9289588172308,98.6398561000824,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,satellite_capacity,1.0,0.0,758.9291295498856,98.68265318870544,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/R202_C50y.txt,satellite_capacity,3.0,0.0,767.8587381802625,18.55592107772827,True,,R202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.8,0.8,968.629433110377,121.13448882102966,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.8,0.9,961.1519034053282,161.1980049610138,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.8,1.0,957.0868153199464,89.28175067901611,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.8,1.1,950.52011863419,160.93473982810974,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.8,1.2,947.4239002460088,131.77613592147827,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.9,0.8,829.2334385191034,45.76943397521973,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.9,0.9,813.9149725676242,24.956036806106567,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.9,1.0,829.2334377355446,56.266318798065186,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.9,1.1,822.0855954089935,19.87312889099121,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,0.9,1.2,825.4622737226655,105.38569498062134,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.0,0.8,802.4570706182499,15.284250020980837,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.0,0.9,810.8527583406128,58.99819087982178,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.0,1.0,797.8984195985008,52.83114814758301,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.0,1.1,801.6536195047522,15.06988787651062,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.0,1.2,800.4645487218381,22.03766393661499,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.1,0.8,821.4698748796566,78.3539559841156,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.1,0.9,798.9729022932238,76.95074892044067,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.1,1.0,798.5039843877466,32.88590478897095,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.1,1.1,797.8984300726809,105.1312530040741,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.1,1.2,797.8984317838588,79.41839671134949,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.2,0.8,798.7018540799704,88.64117693901062,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.2,0.9,797.8984331122826,85.7438371181488,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.2,1.0,797.8984331122826,75.14755892753601,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.2,1.1,797.8984331122826,68.49953389167786,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_capacity,1.2,1.2,797.8982835062701,78.19672393798828,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,demand_capacity_factor,0.8,0.0,798.9729315999109,78.66571998596191,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,demand_capacity_factor,0.9,0.0,797.8984185734935,99.62710571289062,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,demand_capacity_factor,1.0,0.0,797.8984195985008,52.50967121124267,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,demand_capacity_factor,1.1,0.0,806.829934190916,39.75242614746094,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,demand_capacity_factor,1.2,0.0,956.0121831004624,121.2792341709137,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-15.0,-15.0,inf,0.1485929489135742,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-15.0,-5.0,inf,0.1491999626159668,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-15.0,0.0,inf,0.1525990962982177,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-15.0,5.0,inf,0.149548053741455,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-15.0,15.0,inf,0.1489310264587402,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-5.0,-15.0,inf,0.1488759517669677,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-5.0,-5.0,inf,0.1489448547363281,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-5.0,0.0,inf,0.1498610973358154,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-5.0,5.0,inf,0.152383804321289,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,-5.0,15.0,inf,0.1495192050933838,True,Unable to retrieve attribute 'ObjVal',RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,0.0,-15.0,805.9146041108149,34.933249950408936,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,0.0,-5.0,797.898411121789,66.83629083633423,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,0.0,0.0,798.7650709624223,52.81087279319763,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,0.0,5.0,801.6536373784458,65.36939191818237,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,0.0,15.0,797.8984196878076,51.380249977111816,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,5.0,-15.0,798.7650709624223,55.66116237640381,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,5.0,-5.0,799.7763439037253,60.72208833694458,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,5.0,0.0,797.8984247511652,56.17603302001953,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,5.0,5.0,797.8984125942263,52.607199907302856,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,5.0,15.0,799.7763661640217,56.53291296958923,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,15.0,-15.0,797.8984331122826,55.867263317108154,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,15.0,-5.0,815.0722435881836,72.83038997650146,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,15.0,0.0,799.7763661640217,64.43111991882324,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,15.0,5.0,797.8984331122826,58.92828392982483,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,vehicle_amount,15.0,15.0,797.8984127200326,57.14097619056702,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,satellite_capacity,-3.0,0.0,797.8984285897475,48.81917595863342,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,satellite_capacity,-1.0,0.0,799.7763661640217,54.74005484580994,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,satellite_capacity,0.0,0.0,797.8984195985008,53.34382605552673,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,satellite_capacity,1.0,0.0,799.7763661640217,55.689793825149536,True,,RC202_C50y.txt
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_y/Customer_50/RC202_C50y.txt,satellite_capacity,3.0,0.0,797.8984245329939,64.18458819389343,True,,RC202_C50y.txt
